show_id,type,title,cast,release_year,duration,listed_in,description,platform,min,season
s1194,Movie,Sister Act,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",1992,101 min,"Comedy, Crime, Family",A low-rent lounge singer is forced to hide out from the mob in a convent.,disney,101,min
s1195,Movie,Sister Act 2: Back in the Habit,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",1993,108 min,"Comedy, Family, Music",Deloris goes back undercover to try to save a troubled inner-city school.,disney,108,min
s1196,Movie,Skyrunners,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",2009,93 min,"Action-Adventure, Science Fiction",Teen brothers discover a UFO near their town…and learn of an alien plot.,disney,93,min
s1197,Movie,Sleeping Beauty,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",1959,77 min,"Animation, Family, Fantasy",A fairy-tale classic about a princess saved by true love's kiss.,disney,77,min
s1198,Movie,Smart House,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",1999,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,disney,82,min
s1199,Movie,Smash and Grab,sin dato,2019,8 min,"Animation, Buddy, Family",Two antiquated robots risk everything for freedom and for each other.,disney,8,min
s1200,Movie,Snow White and The Seven Dwarfs,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",1937,84 min,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!,disney,84,min
s1201,Movie,Snowball Express,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",1972,94 min,"Comedy, Family, Sports",A New York accountant moves west when he inherits a dilapidated ski resort.,disney,94,min
s1202,Movie,Snowglobe,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",2007,90 min,"Comedy, Family, Fantasy",Angela finds a snow globe that transports her into a Christmas wonderland.,disney,90,min
s1203,TV Show,So Weird,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",1999,3 Seasons,"Fantasy, Kids, Mystery",A teenage girl travels the country on a rock tour while investigating the supernatural.,disney,3,Seasons
s1204,Movie,Society Dog Show,"Pinto Colvig, Walt Disney",1939,9 min,"Animation, Comedy, Family","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.",disney,9,min
s1205,TV Show,Spider-Man (Shorts),sin dato,2016,1 Season,"Action-Adventure, Animation, Kids",Peter uses science to investigate his spider bite.,disney,1,Season
s1206,TV Show,Spider-Man and His Amazing Friends,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",1982,1 Season,"Action-Adventure, Animation, Kids",Spider-Man battles crime in New York City with the help of Iceman and Firestar.,disney,1,Season
s1207,TV Show,Spider-Man Unlimited,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson",1999,1 Season,"Action-Adventure, Animation, Kids",Strap in to your seats and experience Spider-Man Unlimited!,disney,1,Season
s1208,TV Show,Spider-Woman,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",1979,1 Season,"Action-Adventure, Animation, Kids",Jessica Drew has superhuman powers. She uses them as Spider-Woman.,disney,1,Season
s1209,TV Show,Star Wars Forces of Destiny (Shorts),"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",2016,2 Seasons,"Action-Adventure, Animation, Anthology",Untold stories from the heroines of Star Wars.,disney,2,Seasons
s1210,TV Show,Star Wars Rebels,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",2014,4 Seasons,"Action-Adventure, Animation, Kids",The Ghost crew provides a spark to ignite a rebellion.,disney,4,Seasons
s1211,TV Show,Star Wars Rebels (Shorts),sin dato,2014,1 Season,"Action-Adventure, Animation, Kids",It is a dark time in the galaxy as the Empire continues to tighten its grip.,disney,1,Season
s1212,Movie,Star Wars: A New Hope (Episode IV),"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",1977,125 min,"Action-Adventure, Science Fiction",A young farm boy intercepts a distress call from the captive Princess Leia.,disney,125,min
s1213,Movie,Star Wars: Attack of the Clones (Episode II),"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",2002,143 min,"Action-Adventure, Science Fiction",Young Anakin and Padmé fall in love as galactic war looms.,disney,143,min
s1214,TV Show,Star Wars: Blips,sin dato,2019,1 Season,Series,What does a curious little droid do when he's not on a daring mission to save the galaxy?,disney,1,Season
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",1983,135 min,"Action-Adventure, Science Fiction",Luke Skywalker faces Darth Vader in a final duel.,disney,135,min
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",2005,140 min,"Action-Adventure, Science Fiction","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.",disney,140,min
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",1980,127 min,"Action-Adventure, Science Fiction",Luke Skywalker trains as a Jedi and confronts Darth Vader.,disney,127,min
s1218,Movie,Star Wars: The Force Awakens (Episode VII),"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",2015,139 min,"Action-Adventure, Science Fiction","Rey, Finn, Han and Chewbacca search for the one hope of restoring peace.",disney,139,min
s1219,Movie,Star Wars: The Phantom Menace (Episode I),"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",1999,136 min,"Action-Adventure, Science Fiction","Jedi discover Anakin Skywalker, a boy unusually strong in the Force.",disney,136,min
s1220,Movie,Starstruck,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",2010,81 min,"Comedy, Coming of Age, Music",Pop star Christopher Wilde must choose to follow his heart or embrace fame.,disney,81,min
s1221,Movie,Steamboat Willie,Walt Disney,1928,8 min,"Animation, Family, Kids",Watch Mickey Mouse's classic cartoon debut. See details for advisory.,disney,8,min
s1222,Movie,Stepsister from Planet Weird,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",2000,86 min,"Comedy, Family, Science Fiction",A human and an alien team up to stop their parents from getting married.,disney,86,min
s1223,Movie,Stitch! The Movie,"Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",2003,62 min,"Animation, Comedy, Family","Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu.",disney,62,min
s1224,Movie,Stonehenge Decoded: Secrets Revealed,Craig Sechler,2008,44 min,Documentary,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge,disney,44,min
s1225,Movie,Stuck in the Suburbs,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",2004,79 min,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.,disney,79,min
s1226,Movie,Sultan and the Rock Star,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",1980,47 min,"Action-Adventure, Animals & Nature, Family",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.,disney,47,min
s1227,Movie,Super Buddies,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",2013,83 min,"Action-Adventure, Comedy, Family",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,disney,83,min
s1228,Movie,Swiss Family Robinson,"Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan",1940,94 min,"Action-Adventure, Family, Survival",A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.,disney,94,min
s1229,TV Show,TaleSpin,"Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers",1990,1 Season,"Action-Adventure, Animation, Kids","Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew.",disney,1,Season
s1230,Movie,Tall Tale,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",1995,97 min,"Action-Adventure, Western",It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.,disney,97,min
s1231,Movie,Tangled,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor",2010,101 min,"Action-Adventure, Animation, Family","Rapunzel and Flynn set off on a hilarious, hair-raising escapade.",disney,101,min
s1232,Movie,Tangled Before Ever After,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",2017,58 min,"Animation, Coming of Age, Fantasy",Rapunzel escapes for a night of freedom before her coronation.,disney,58,min
s1233,Movie,Tarzan & Jane,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",2002,78 min,"Action-Adventure, Animation",Tarzan and Jane celebrate their first year in the jungle.,disney,78,min
s1234,Movie,Teacher's Pet,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",2004,75 min,"Animation, Comedy, Family",A dog discovers that his dream of becoming a real boy isn't so far-fetched.,disney,75,min
s1235,Movie,Teen Beach 2,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",2015,106 min,"Fantasy, Musical",Mack and Brady get a real-world visit from their retro movie compadres.,disney,106,min
s1236,Movie,Teen Beach Movie,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",2013,97 min,"Coming of Age, Fantasy, Musical",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,disney,97,min
s1237,Movie,Teen Spirit,"Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez",2011,82 min,"Buddy, Comedy, Coming of Age","To save her soul, Amber must pull off a high-school miracle.",disney,82,min
s1238,Movie,That Darn Cat,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",1997,90 min,"Animals & Nature, Comedy, Family","A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",disney,90,min
s1239,Movie,That Darn Cat!,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",1965,116 min,"Animals & Nature, Comedy, Family",A cat holds the clue to bank robbers holding a teller hostage.,disney,116,min
s1240,Movie,The Absent-Minded Professor,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",1961,96 min,"Comedy, Family, Science Fiction",A bumbling professor invents gravity-defying Flubber.,disney,96,min
s1241,Movie,The Adventures of André & Wally B.,sin dato,1984,2 min,"Animation, Kids",Andre awakens from a nap and is greeted by a pesky bee.,disney,2,min
s1242,Movie,The Adventures of Bullwhip Griffin,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",1967,111 min,"Action-Adventure, Comedy, Family",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.,disney,111,min
s1243,Movie,The Adventures of Huck Finn,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",1993,108 min,"Action-Adventure, Coming of Age, Drama",Huck and a runaway slave brave the Mississippi River in search of freedom.,disney,108,min
s1244,Movie,The Adventures of Ichabod and Mr. Toad,"Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",1949,69 min,"Action-Adventure, Animation, Anthology",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.,disney,69,min
s1245,TV Show,The Adventures of Spin and Marty,"David Stollery, Tim Considine",1955,1 Season,"Buddy, Coming of Age, Family",Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.,disney,1,Season
s1246,Movie,The African Lion,Winston Hibler,1955,72 min,"Animals & Nature, Documentary, Family",Two wildlife experts spend years studying the majestic African lion.,disney,72,min
s1247,Movie,The Apple Dumpling Gang,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",1975,100 min,"Comedy, Family, Western",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.,disney,100,min
s1248,Movie,The Apple Dumpling Gang Rides Again,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",1979,89 min,"Comedy, Family, Western",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,disney,89,min
s1249,Movie,The Aristocats,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",1970,81 min,"Action-Adventure, Animation, Comedy",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,disney,81,min
s1250,Movie,The Art of Skiing,John McLeish,1941,8 min,"Animation, Comedy, Family",Goofy demonstrates the art of skiing. See details for advisory.,disney,8,min
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,"Eric Loomis, Bumper Robinson, Dawn Olivera, Phil LaMarr, Alex Desert, Kari Wuhrer",2010,2 Seasons,"Action-Adventure, Animation, Kids",Chaos sweeps over the planet as the Super Villain prison system breaks down.,disney,2,Seasons
s1252,TV Show,The Avengers: United They Stand,"Martin Roach, Rod Wilson, Lenore Zann, Ron Rubin, Hamish McEwan, Lynda Ballantyne",1999,1 Season,"Action-Adventure, Animation, Kids","Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe.",disney,1,Season
s1253,Movie,The Band Concert,Clarence Nash,1935,10 min,"Animation, Family, Kids",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,disney,10,min
s1254,Movie,The Bears and I,"Patrick Wayne, Chief George, Andrew Duggan, Michael Ansara, Robert Pine, Val DeVargas",1974,83 min,"Animals & Nature, Drama, Family",A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.,disney,83,min
s1255,Movie,The Big Bad Wolf,sin dato,1934,9 min,"Animation, Family, Musical",Red Riding Hood travels to visit her sick grandmother. See details for advisory.,disney,9,min
s1256,Movie,The Biscuit Eater,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",1972,93 min,"Animals & Nature, Drama, Family",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,disney,93,min
s1257,Movie,The Black Cauldron,"Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner",1985,82 min,"Action-Adventure, Animation, Coming of Age",A young pig keeper becomes an unlikely hero when he confronts an evil king.,disney,82,min
s1258,Movie,The Black Hole,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux, Ernest Borgnine",1979,98 min,"Action-Adventure, Science Fiction, Thriller",Take a spectacular descent into nature's ultimate mystery: The Black Hole.,disney,98,min
s1259,Movie,The Blue Umbrella,Sarah Jaffe,2013,7 min,"Animation, Family, Kids",Two unlikely umbrellas fall eternally in love.,disney,7,min
s1260,TV Show,The Book of Once Upon a Time,Kate Mulvany,2014,4 Seasons,"Animation, Anthology, Kids",Classic Disney tales are brought to life in a magical storytelling experience.,disney,4,Seasons
s1261,TV Show,The Book of Pooh,"Jim Cummings, Paul Tiesler, Jeff Bennett, Peter Cullen, Stephanie d’Abruzzo, John Fiedler",2000,2 Seasons,"Comedy, Kids",Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!,disney,2,Seasons
s1262,Movie,The Brave Little Toaster Goes to Mars,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",1998,73 min,"Action-Adventure, Animation, Kids",Toaster and his friends head for Mars to bring the master's baby home.,disney,73,min
